index,Cosine Similarity
"('propheta', 'domus')",0.2224733
"('propheta', 'filii')",0.18528011
"('propheta', 'manus')",0.21843836
"('propheta', 'terra')",0.2410848
"('propheta', 'tempus')",0.40302193
"('propheta', 'populus')",0.49486288
"('propheta', 'scribae')",0.21101433
"('propheta', 'servus')",-0.1937425
"('propheta', 'frater')",-0.034324992
"('propheta', 'hora')",-0.0036965758
"('propheta', 'rex')",0.2956438
"('propheta', 'templum')",0.4384186
"('scribae', 'homo')",-0.14800157
"('scribae', 'filius')",-0.06870584
"('scribae', 'dominus')",0.0012984648
"('scribae', 'caelum')",0.06817469
"('scribae', 'discipuli')",0.50088954
"('scribae', 'pater')",-0.17532097
"('scribae', 'regnum')",0.1923818
"('scribae', 'deus')",0.077226385
"('scribae', 'bonus')",0.057920195
"('scribae', 'multus')",0.20689058
"('scribae', 'dies')",0.15833116
"('scribae', 'magnus')",0.29548755
"('scribae', 'domus')",0.021182667
"('scribae', 'filii')",0.019839521
"('scribae', 'manus')",0.16231194
"('scribae', 'terra')",0.07082385
"('scribae', 'tempus')",0.18510228
"('scribae', 'populus')",0.33252412
"('scribae', 'propheta')",0.21101433
"('scribae', 'servus')",-0.014302801
"('scribae', 'frater')",-0.061618067
"('scribae', 'hora')",0.106980294
"('scribae', 'rex')",-0.102204695
"('scribae', 'templum')",0.32689407
"('servus', 'homo')",0.42080125
"('servus', 'filius')",0.28229526
"('servus', 'dominus')",0.7425623
"('servus', 'caelum')",0.25153616
"('servus', 'discipuli')",0.023150763
"('servus', 'pater')",0.44428355
"('servus', 'regnum')",0.0066193007
"('servus', 'deus')",0.2905097
"('servus', 'bonus')",0.36775523
"('servus', 'multus')",0.034351368
"('servus', 'dies')",0.15198581
"('servus', 'magnus')",0.19694845
"('servus', 'domus')",0.035439834
"('servus', 'filii')",0.05542563
"('servus', 'manus')",0.076227784
"('servus', 'terra')",-0.28787705
"('servus', 'tempus')",0.011998031
"('servus', 'populus')",0.16244018
"('servus', 'propheta')",-0.1937425
"('servus', 'scribae')",-0.014302801
"('servus', 'frater')",0.5114211
"('servus', 'hora')",0.2091355
"('servus', 'rex')",0.11770048
"('servus', 'templum')",-0.060550958
"('frater', 'homo')",0.38339725
"('frater', 'filius')",0.21066043
"('frater', 'dominus')",0.28407758
"('frater', 'caelum')",-0.12081424
"('frater', 'discipuli')",0.07297467
"('frater', 'pater')",0.3587297
"('frater', 'regnum')",-0.10401922
"('frater', 'deus')",0.18905221
"('frater', 'bonus')",0.3177785
"('frater', 'multus')",0.18012413
"('frater', 'dies')",0.19424666
"('frater', 'magnus')",0.28362358
"('frater', 'domus')",-0.2811025
"('frater', 'filii')",0.1473956
"('frater', 'manus')",0.40657288
"('frater', 'terra')",-0.03496813
"('frater', 'tempus')",0.15081793
"('frater', 'populus')",-0.016803086
"('frater', 'propheta')",-0.034324992
"('frater', 'scribae')",-0.061618067
"('frater', 'servus')",0.5114211
"('frater', 'hora')",-0.02615416
"('frater', 'rex')",0.2418373
"('frater', 'templum')",0.1458129
"('hora', 'homo')",-0.05023534
"('hora', 'filius')",0.16696632
"('hora', 'dominus')",0.3821028
"('hora', 'caelum')",0.0651287
"('hora', 'discipuli')",0.4384641
"('hora', 'pater')",0.11954044
"('hora', 'regnum')",0.23700972
"('hora', 'deus')",-0.16620065
"('hora', 'bonus')",-0.046592534
"('hora', 'multus')",0.09443812
"('hora', 'dies')",0.25895151
"('hora', 'magnus')",0.16883337
"('hora', 'domus')",0.11955373
"('hora', 'filii')",0.24829116
"('hora', 'manus')",0.073764116
"('hora', 'terra')",-0.13167593
"('hora', 'tempus')",0.10232335
"('hora', 'populus')",-0.2221733
"('hora', 'propheta')",-0.0036965758
"('hora', 'scribae')",0.106980294
"('hora', 'servus')",0.2091355
"('hora', 'frater')",-0.02615416
"('hora', 'rex')",0.19818148
"('hora', 'templum')",0.14899397
"('rex', 'homo')",0.13805279
"('rex', 'filius')",0.40770358
"('rex', 'dominus')",0.22066826
"('rex', 'caelum')",0.20785165
"('rex', 'discipuli')",0.17351615
"('rex', 'pater')",-0.0395054
"('rex', 'regnum')",0.08699789
"('rex', 'deus')",0.0660125
"('rex', 'bonus')",0.13918468
"('rex', 'multus')",0.20022632
"('rex', 'dies')",0.058006473
"('rex', 'magnus')",0.3681755
"('rex', 'domus')",-0.20770042
"('rex', 'filii')",0.06272307
"('rex', 'manus')",0.1784099
"('rex', 'terra')",0.15922388
"('rex', 'tempus')",0.18641692
"('rex', 'populus')",0.13446602
"('rex', 'propheta')",0.2956438
"('rex', 'scribae')",-0.102204695
"('rex', 'servus')",0.11770048
"('rex', 'frater')",0.2418373
"('rex', 'hora')",0.19818148
"('rex', 'templum')",0.20145696
"('templum', 'homo')",0.06345834
"('templum', 'filius')",0.3895837
"('templum', 'dominus')",-0.11689679
"('templum', 'caelum')",0.21286477
"('templum', 'discipuli')",0.2498031
"('templum', 'pater')",0.03055418
"('templum', 'regnum')",0.18913886
"('templum', 'deus')",0.22589341
"('templum', 'bonus')",0.22769833
"('templum', 'multus')",0.32065827
"('templum', 'dies')",0.1982307
"('templum', 'magnus')",0.36019868
"('templum', 'domus')",0.202954
"('templum', 'filii')",0.2648841
"('templum', 'manus')",0.23176017
"('templum', 'terra')",0.2680511
"('templum', 'tempus')",0.12693933
"('templum', 'populus')",0.050361864
"('templum', 'propheta')",0.4384186
"('templum', 'scribae')",0.32689407
"('templum', 'servus')",-0.060550958
"('templum', 'frater')",0.1458129
"('templum', 'hora')",0.14899397
"('templum', 'rex')",0.20145696
